country,region,year,Mobile cellular subscriptions (per 100 people),"Mobile cellular subscriptions, total number",High-technology exports (% of manufactured exports),Personal computers,PC per 100,Internet users (per 100 people),"Internet users, total number"
Cape Verde,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1990,0,0,NA,NA,NA,0,0
Cape Verde,Western Africa,1991,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1992,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1993,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1994,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1995,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1996,0,0,NA,NA,NA,NA,NA
Cape Verde,Western Africa,1997,0.004843869961467,20,0,1500,0.36,0.240967919940818,994.939673681243
Cape Verde,Western Africa,1998,0.242163517353865,1020,3.55547284337415,5e3,1.16,0.472735008391046,1991.17403739334
Cape Verde,Western Africa,1999,1.87943477187277,8068,5.9102026781378,2e4,4.54,1.15998246106519,4979.54950921142
Cape Verde,Western Africa,2e3,4.51218787022171,19729,0.8156159607117,25e3,5.55,1.82244385164396,7968.41704805101
Cape Verde,Western Africa,2001,7.07869762927548,31507,0.927467756941302,3e4,6.5,2.68533271272311,11952.308491022
Cape Verde,Western Africa,2002,9.48646021999382,42949,0.029811442874839,35e3,7.41,3.5187571749658,15930.8212339402
Cape Verde,Western Africa,2003,11.5953055337575,53342,NA,41e3,8.48,4.32488539053715,19895.813510942
Cape Verde,Western Africa,2004,14.0921711112635,65780,NA,48e3,9.69,5.31883206957883,24827.4570876629
Cape Verde,Western Africa,2005,17.2814417096829,81721,0.00301148348617,55e3,10.85,6.07408710659813,28723.3253322945
Cape Verde,Western Africa,2006,22.7609264281249,108858,0,62e3,11.96,6.80891100753313,32564.7744083985
Cape Verde,Western Africa,2007,31.5123710465133,152212,0,NA,NA,8.28321981953034,40009.85686889
Cape Verde,Western Africa,2008,56.973024656781,277670,NA,NA,NA,20,97474.2
Cape Verde,Western Africa,2009,59.1148465993113,290621,NA,NA,NA,25,122905.25
Cape Verde,Western Africa,2010,74.9741430930304,371871,NA,NA,NA,30,148799.7
Cape Verde,Western Africa,2011,79.1931440214949,396429,NA,NA,NA,32,NA
Central African Republic,Middle Africa,1965,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1970,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1975,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1976,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1977,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1978,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1979,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1980,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1981,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1982,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1983,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1984,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1985,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1986,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1987,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1988,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1989,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1990,0,0,NA,NA,NA,0,NA
Central African Republic,Middle Africa,1991,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1992,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1993,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1994,0,0,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1995,0.001322230603027,44,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1996,0.031440346565971,1071,NA,NA,NA,0.005849502821508,NA
Central African Republic,Middle Africa,1997,0.039322312944188,1370,NA,NA,NA,0.01427088072455,NA
Central African Republic,Middle Africa,1998,0.045875889565244,1633,NA,NA,NA,0.02787820125385,NA
Central African Republic,Middle Africa,1999,0.114583456648662,4162,NA,NA,NA,0.040894287177133,NA
Central African Republic,Middle Africa,2e3,0.134184963449658,4967,NA,NA,NA,0.053394174215046,NA
Central African Republic,Middle Africa,2001,0.292004285561078,11e3,NA,NA,NA,0.078543427839404,NA
Central African Republic,Middle Africa,2002,0.329047189022986,12600,NA,NA,NA,0.128537116506299,NA
Central African Republic,Middle Africa,2003,1.0282578099394,4e4,NA,NA,NA,0.151563337940017,NA
Central African Republic,Middle Africa,2004,1.51811068089541,6e4,NA,NA,NA,0.223401395464406,NA
Central African Republic,Middle Africa,2005,2.48887472995709,1e5,NA,NA,NA,0.268195609199012,NA
Central African Republic,Middle Africa,2006,2.69110911371012,11e4,NA,NA,NA,0.311159173235716,NA
Central African Republic,Middle Africa,2007,4.80660619956068,2e5,NA,NA,NA,0.375815961044797,NA
Central African Republic,Middle Africa,2008,5.89906325235178,25e4,NA,NA,NA,1,NA
Central African Republic,Middle Africa,2009,15.7395056376282,679652,NA,NA,NA,1.8,NA
Central African Republic,Middle Africa,2010,22.2499580213908,979232,NA,NA,NA,2,NA
Central African Republic,Middle Africa,2011,25.0412484340305,1123560,NA,NA,NA,2.2,NA
Chad,Middle Africa,1965,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1970,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA
Chad,Middle Africa,1975,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1976,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1977,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1978,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1979,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1980,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1981,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1982,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1983,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1984,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1985,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1986,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1987,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1988,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1989,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1990,0,0,NA,NA,NA,0,0
Chad,Middle Africa,1991,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1992,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1993,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1994,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1995,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1996,0,0,NA,NA,NA,NA,NA
Chad,Middle Africa,1997,0,0,NA,NA,NA,6.58168309696e-4,49.024225990777
Chad,Middle Africa,1998,0,0,NA,8e3,0.1,0.004268504476578,328.240993901518
Chad,Middle Africa,1999,0,0,NA,1e4,0.13,0.012321727703372,979.205482675959
Chad,Middle Africa,2e3,0.066891039483105,5500,NA,11e3,0.13,0.03570707628555,2935.95257433737
Chad,Middle Africa,2001,0.25827828875137,22e3,NA,12e3,0.14,0.045934134355735,3912.64384130629
Chad,Middle Africa,2002,0.387263382922296,34200,NA,13e3,0.15,0.166069664674347,14665.9425660243
Chad,Middle Africa,2003,0.710080399672576,65e3,NA,14e3,0.15,0.320308555366775,29320.7024281204
Chad,Middle Africa,2004,1.29818153263945,123e3,NA,15e3,0.16,0.360920107034467,34196.4294276931
Chad,Middle Africa,2005,2.14594423692369,21e4,NA,16e3,0.16,0.399257700084004,39070.9672576745
Chad,Middle Africa,2006,4.62201486361631,466088,NA,NA,NA,0.581045764229641,58593.1603747319
Chad,Middle Africa,2007,8.85432178420818,918356,NA,NA,NA,0.847224520710968,87872.7632566633
Chad,Middle Africa,2008,15.0181691687875,16e5,NA,NA,NA,1.19,126779.7678
Chad,Middle Africa,2009,20.8585666624821,2281320,NA,NA,NA,1.5,164056.335
Chad,Middle Africa,2010,25.6101427888394,2875304,NA,NA,NA,1.7,190862.536
Chad,Middle Africa,2011,31.8048004181339,3665661,NA,NA,NA,1.9,NA
Comoros,Eastern Africa,1965,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1970,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1975,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1976,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1977,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1978,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1979,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1980,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1981,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1982,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1983,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1984,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1985,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1986,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1987,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1988,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1989,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1990,0,0,NA,37,NA,0,0
Comoros,Eastern Africa,1991,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1992,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1993,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1994,0,0,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1995,0,0,0.78233100633995,162,0.03,NA,NA
Comoros,Eastern Africa,1996,0,0,0.091437710317718,NA,NA,NA,NA
Comoros,Eastern Africa,1997,0,0,4.73232300827422,NA,NA,0,0
Comoros,Eastern Africa,1998,0,0,1.14705484902629,1500,0.23,0.037870969818731,202.137816246267
Comoros,Eastern Africa,1999,0,0,NA,2e3,0.29,0.148162964444593,811.731543524723
Comoros,Eastern Africa,2e3,0,0,0.498572588802625,3e3,0.43,0.271740607285909,1528.45667639498
Comoros,Eastern Africa,2001,0,0,2.19401612749812,4e3,0.56,0.443068372538977,2559.02556858964
Comoros,Eastern Africa,2002,0,0,1.32383660936753,4200,0.57,0.554869674985088,3291.32045110905
Comoros,Eastern Africa,2003,0.328261151441641,2e3,25.206266103832,4600,0.61,0.848189370151537,5167.77185741597
Comoros,Eastern Africa,2004,1.33860381289585,8378,0.076382010777418,5e3,0.64,1.32732717785355,8307.42224766266
Comoros,Eastern Africa,2005,2.41425003188309,15523,0.074790751636695,5400,0.68,2,20860.1002817687
Comoros,Eastern Africa,2006,5.58269586819648,36877,0.62674054555833,NA,NA,2.2,21991.789387240002
Comoros,Eastern Africa,2007,9.15175611035629,62104,NA,NA,NA,2.5,23230.9027568014
Comoros,Eastern Africa,2008,13.1616248274833,91741,NA,NA,NA,3,24264.0354036947
Comoros,Eastern Africa,2009,17.1277526146521,122596,NA,NA,NA,3.5,25728.451823429
Comoros,Eastern Africa,2010,22.494453895883,165278,NA,NA,NA,5.1,37472.25
Comoros,Eastern Africa,2011,28.7074752335389,216438,NA,NA,NA,5.5,NA
"Congo, Dem. Rep.",Middle Africa,1965,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1970,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1975,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1976,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1977,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1978,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1979,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1980,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1981,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1982,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1983,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1984,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1985,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1986,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1987,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1988,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1989,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1990,0,0,NA,NA,NA,0,0
"Congo, Dem. Rep.",Middle Africa,1991,0,0,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1992,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1993,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1994,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1995,0.019288648705122,8500,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1996,0.015895780551155,7200,NA,NA,NA,1.08206731818e-4,49.0122813774959
"Congo, Dem. Rep.",Middle Africa,1997,0.019193719297462,8900,NA,NA,NA,2.11213230126e-4,97.9381702416231
"Congo, Dem. Rep.",Middle Africa,1998,0.02110880767111,1e4,NA,NA,NA,4.13065168672e-4,195.683799439512
"Congo, Dem. Rep.",Middle Africa,1999,0.02477809256509,12e3,NA,NA,NA,0.001009076135299,488.694341252395
"Congo, Dem. Rep.",Middle Africa,2e3,0.030225969346837,15e3,NA,NA,NA,0.00590211368069,2928.99473940673
"Congo, Dem. Rep.",Middle Africa,2001,0.29417865163568,15e4,NA,7e3,0.01,0.011475781921049,5851.43510103919
"Congo, Dem. Rep.",Middle Africa,2002,1.0668428684669,56e4,NA,8e3,0.02,0.092790702460692,48707.0729100532
"Congo, Dem. Rep.",Middle Africa,2003,2.30363295519106,1246225,NA,1e4,0.02,0.134914837437335,72986.5592982011
"Congo, Dem. Rep.",Middle Africa,2004,3.57048893563317,1990722,NA,11e3,0.02,0.196208375178039,109395.753940884
"Congo, Dem. Rep.",Middle Africa,2005,4.78242604621393,2746094,NA,12e3,0.02,0.238037798692792,136682.54656671
"Congo, Dem. Rep.",Middle Africa,2006,7.47264924943409,4415470,NA,NA,NA,0.29605361030881,174933.385881753
"Congo, Dem. Rep.",Middle Africa,2007,10.8470694030615,6592e3,NA,NA,NA,0.37,224857.0475
"Congo, Dem. Rep.",Middle Africa,2008,15.9065830292392,9937622,NA,NA,NA,0.44,274889.5644
"Congo, Dem. Rep.",Middle Africa,2009,14.731967190237,9458557,NA,NA,NA,0.56,359544.1024
"Congo, Dem. Rep.",Middle Africa,2010,17.9189047899749,11820348,NA,NA,NA,0.72,474953.724
"Congo, Dem. Rep.",Middle Africa,2011,23.1311739497414,15673123,NA,NA,NA,1.2,NA
"Congo, Rep.",Middle Africa,1965,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1970,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1975,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1976,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1977,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1978,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1979,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1980,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1981,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1982,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1983,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1984,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1985,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1986,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1987,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1988,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1989,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1990,0,0,NA,NA,NA,0,0
"Congo, Rep.",Middle Africa,1991,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1992,0,0,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1993,0,0,5.05045390128096,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1994,0,0,16.0429697376059,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1995,0,0,12.7670226364545,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1996,0.035585694266219,1e3,NA,NA,NA,0.003526860392406,99.1089387218588
"Congo, Rep.",Middle Africa,1997,NA,NA,NA,NA,NA,0.003469103642594,100.286270432587
"Congo, Rep.",Middle Africa,1998,0.114013619078144,3390,NA,9e3,0.28,0.003415143085957,101.543439766268
"Congo, Rep.",Middle Africa,1999,0.163642712973627,5e3,NA,1e4,0.3,0.016791049161841,513.039928779086
"Congo, Rep.",Middle Africa,2e3,2.23230444295553,7e4,NA,11e3,0.32,0.026354732058028,826.424572097982
"Congo, Rep.",Middle Africa,2001,4.66805463491145,15e4,NA,12e3,0.34,0.032223616430693,1035.45113385239
"Congo, Rep.",Middle Africa,2002,6.74384897426908,221800,NA,13e3,0.36,0.157249517243982,5171.81554002629
"Congo, Rep.",Middle Africa,2003,9.80633673593407,33e4,NA,15e3,0.4,0.460014186837522,15480.2640113421
"Congo, Rep.",Middle Africa,2004,11.1340442543238,383653,NA,17e3,0.44,1.07750492958505,37128.2877369164
"Congo, Rep.",Middle Africa,2005,15.7985858053531,558192,NA,19e3,0.48,1.46342005950851,51705.2209559411
"Congo, Rep.",Middle Africa,2006,25.2854781826735,917499,NA,NA,NA,2.00799007938159,72861.1449043092
"Congo, Rep.",Middle Africa,2007,34.515275241703,1287631,NA,NA,NA,2.75970437370903,102953.862530114
"Congo, Rep.",Middle Africa,2008,47.1021982155383,1807e3,NA,NA,NA,4.28750990276481,164483.414528628
"Congo, Rep.",Middle Africa,2009,50.7426954621315,2171e3,NA,NA,NA,4.5,177365.43
"Congo, Rep.",Middle Africa,2010,98.9389049788283,3798619,NA,NA,NA,5,202144.95
"Congo, Rep.",Middle Africa,2011,93.8404221706249,3884757,NA,NA,NA,5.6,NA
Cote d'Ivoire,Western Africa,1965,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1990,0,0,NA,NA,NA,0,0
Cote d'Ivoire,Western Africa,1991,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1992,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1993,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1994,0,0,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1995,0,0,2.79725625169238,NA,NA,2.00255606256e-4,29.3919158413799
Cote d'Ivoire,Western Africa,1996,0.089788462649749,13549,1.92022919012581,2e4,0.13,0.00840977984943,1269.02837867272
Cote d'Ivoire,Western Africa,1997,0.232376096581186,36e3,5.99490859110406,5e4,0.32,0.018828361286128,2916.91364246574
Cote d'Ivoire,Western Africa,1998,0.574435142240588,91212,4.4629451192489,65e3,0.41,0.060974438600722,9681.85976915687
Cote d'Ivoire,Western Africa,1999,1.58305582215085,257134,7.64787345863412,8e4,0.49,0.118685916651984,19278.0217004143
Cote d'Ivoire,Western Africa,2e3,2.85226086928728,472952,2.86501236946178,9e4,0.54,0.231461670612799,38380.1710490173
Cote d'Ivoire,Western Africa,2001,4.31273820709147,728545,3.2617649643656,117700,0.69,0.395747702246439,66853.1211236159
Cote d'Ivoire,Western Africa,2002,5.97799303157873,1027058,2.39980900655914,154e3,0.89,0.497929360753307,85547.4957389695
Cote d'Ivoire,Western Africa,2003,7.33691917522161,1280696,3.81237691068795,201e3,1.14,0.758669629452205,132429.584755726
Cote d'Ivoire,Western Africa,2004,9.44251696383455,1674332,13.2095600174734,262e3,1.47,0.849282414747704,150593.398931199
Cote d'Ivoire,Western Africa,2005,13.0372678548618,2349439,11.5525538355,323e3,1.78,1.03923820514001,187280.55575965
Cote d'Ivoire,Western Africa,2006,22.1839226160851,4065421,14.1789013988333,NA,NA,1.52490079122527,279452.998770778
Cote d'Ivoire,Western Africa,2007,40.0483000955555,7467708,12.7192219959616,NA,NA,1.8,335641.572
Cote d'Ivoire,Western Africa,2008,55.0325598974077,10449036,11.8598757867633,NA,NA,1.9,379740.14
