country,region,year,Fixed broadband Internet subscribers (per 100 people),Fixed broadband Internet subscribers,"Proportion of the population using improved sanitation facilities, urban",Fixed line and mobile phone subscribers (per 100 peoples),"Proportion of the population using improved sanitation facilities, rural","Proportion of the population using improved sanitation facilities, total"
Cape Verde,Western Africa,2001,0,0,62,20.73110196,27,46
Cape Verde,Western Africa,2002,0,0,63,23.95061519,29,48
Cape Verde,Western Africa,2003,0,0,64,25.8557916,31,49
Cape Verde,Western Africa,2004,0.060627613628573,283,66,28.11412623,33,52
Cape Verde,Western Africa,2005,0.198146264509403,937,67,30.21524959,34,53
Cape Verde,Western Africa,2006,1.56293451147581,7475,68,34.79545358,36,55
Cape Verde,Western Africa,2007,1.51235034356542,7305,69,..,38,56
Cape Verde,Western Africa,2008,1.66341452404841,8107,70,NA,40,58
Cape Verde,Western Africa,2009,2.43195469680913,11956,72,NA,42,60
Cape Verde,Western Africa,2010,3.21995967741935,15971,73,NA,43,61
Cape Verde,Western Africa,2011,NA,NA,NA,NA,NA,NA
Central African Republic,Middle Africa,1990,NA,NA,21,NA,5,11
Central African Republic,Middle Africa,1991,NA,NA,21,NA,5,11
Central African Republic,Middle Africa,1992,NA,NA,21,NA,5,11
Central African Republic,Middle Africa,1993,NA,NA,22,NA,6,12
Central African Republic,Middle Africa,1994,NA,NA,23,NA,8,14
Central African Republic,Middle Africa,1995,NA,NA,25,NA,9,15
Central African Republic,Middle Africa,1996,NA,NA,26,NA,11,17
Central African Republic,Middle Africa,1997,NA,NA,28,NA,12,18
Central African Republic,Middle Africa,1998,NA,NA,29,NA,13,19
Central African Republic,Middle Africa,1999,NA,NA,30,NA,15,21
Central African Republic,Middle Africa,2000,NA,NA,32,NA,16,22
Central African Republic,Middle Africa,2001,NA,NA,33,NA,18,24
Central African Republic,Middle Africa,2002,NA,NA,35,NA,19,25
Central African Republic,Middle Africa,2003,NA,NA,36,NA,21,27
Central African Republic,Middle Africa,2004,NA,NA,37,NA,22,28
Central African Republic,Middle Africa,2005,NA,NA,39,NA,23,29
Central African Republic,Middle Africa,2006,NA,NA,40,NA,25,31
Central African Republic,Middle Africa,2007,NA,NA,42,NA,26,32
Central African Republic,Middle Africa,2008,NA,NA,43,NA,28,34
Central African Republic,Middle Africa,2009,NA,NA,43,NA,28,34
Central African Republic,Middle Africa,2010,NA,NA,43,NA,28,34
Chad,Middle Africa,1960,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1961,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1962,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1963,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1964,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1965,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1966,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1967,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1968,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1969,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1970,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1971,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1972,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1973,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1974,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1975,NA,NA,NA,0.0578,NA,NA
Chad,Middle Africa,1976,NA,NA,NA,0.0565,NA,NA
Chad,Middle Africa,1977,NA,NA,NA,0.0554,NA,NA
Chad,Middle Africa,1978,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1979,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1980,NA,NA,NA,..,NA,NA
Chad,Middle Africa,1981,NA,NA,NA,0.011660673,NA,NA
Chad,Middle Africa,1982,NA,NA,NA,0.0139,NA,NA
Chad,Middle Africa,1983,NA,NA,NA,0.0234,NA,NA
Chad,Middle Africa,1984,NA,NA,NA,0.0313,NA,NA
Chad,Middle Africa,1985,NA,NA,NA,0.0402,NA,NA
Chad,Middle Africa,1986,NA,NA,NA,0.0425,NA,NA
Chad,Middle Africa,1987,NA,NA,NA,0.0436,NA,NA
Chad,Middle Africa,1988,NA,NA,NA,0.0579,NA,NA
Chad,Middle Africa,1989,NA,NA,NA,0.061446625,NA,NA
Chad,Middle Africa,1990,NA,NA,21,0.0659,4,8
Chad,Middle Africa,1991,NA,NA,21,0.0653,4,8
Chad,Middle Africa,1992,NA,NA,22,0.0646,5,9
Chad,Middle Africa,1993,NA,NA,22,0.0681,5,9
Chad,Middle Africa,1994,NA,NA,23,0.0683,5,9
Chad,Middle Africa,1995,NA,NA,23,0.0746,5,9
Chad,Middle Africa,1996,NA,NA,24,0.0813,5,9
Chad,Middle Africa,1997,NA,NA,24,0.0979,5,9
Chad,Middle Africa,1998,NA,NA,25,0.109352274,5,10
Chad,Middle Africa,1999,NA,NA,25,0.118734622,5,10
Chad,Middle Africa,2000,NA,NA,26,0.186180737,5,10
Chad,Middle Africa,2001,0,0,26,0.372193971,5,10
Chad,Middle Africa,2002,0,0,27,0.504831346,6,11
Chad,Middle Africa,2003,0,0,27,0.818257723,6,11
Chad,Middle Africa,2004,0,0,28,1.386309662,6,11
Chad,Middle Africa,2005,0,0,28,2.197995212,6,12
Chad,Middle Africa,2006,0,0,29,4.576612609,6,12
Chad,Middle Africa,2007,0,0,29,..,6,12
Chad,Middle Africa,2008,0,0,30,NA,6,12
Chad,Middle Africa,2009,0.001371480107733,150,30,NA,6,13
Chad,Middle Africa,2010,0.00133606484368,150,30,NA,6,13
Chad,Middle Africa,2011,NA,NA,NA,NA,NA,NA
Comoros,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1975,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1976,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1977,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1978,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1979,NA,NA,NA,..,NA,NA
Comoros,Eastern Africa,1980,NA,NA,NA,0.268536476,NA,NA
Comoros,Eastern Africa,1981,NA,NA,NA,0.290674609,NA,NA
Comoros,Eastern Africa,1982,NA,NA,NA,0.311491431,NA,NA
Comoros,Eastern Africa,1983,NA,NA,NA,0.331040391,NA,NA
Comoros,Eastern Africa,1984,NA,NA,NA,0.376247911,NA,NA
Comoros,Eastern Africa,1985,NA,NA,NA,0.417331052,NA,NA
Comoros,Eastern Africa,1986,NA,NA,NA,0.451962521,NA,NA
Comoros,Eastern Africa,1987,NA,NA,NA,0.500182855,NA,NA
Comoros,Eastern Africa,1988,NA,NA,NA,0.560137569,NA,NA
Comoros,Eastern Africa,1989,NA,NA,NA,0.681279327,NA,NA
Comoros,Eastern Africa,1990,NA,NA,34,0.750079292,11,17
Comoros,Eastern Africa,1991,NA,NA,34,0.814874994,12,18
Comoros,Eastern Africa,1992,NA,NA,34,0.843867251,14,20
Comoros,Eastern Africa,1993,NA,NA,34,0.860350252,15,20
Comoros,Eastern Africa,1994,NA,NA,34,0.897413223,16,21
Comoros,Eastern Africa,1995,NA,NA,36,0.90026024,17,22
Comoros,Eastern Africa,1996,NA,NA,37,1.002885077,18,23
Comoros,Eastern Africa,1997,NA,NA,38,1.085843424,19,24
Comoros,Eastern Africa,1998,NA,NA,40,1.201964244,21,26
Comoros,Eastern Africa,1999,NA,NA,41,1.232613543,22,27
Comoros,Eastern Africa,2000,NA,NA,42,1.253499351,23,28
Comoros,Eastern Africa,2001,0,0,43,1.608387297,24,29
Comoros,Eastern Africa,2002,0,0,45,1.819978839,25,31
Comoros,Eastern Africa,2003,0,0,46,2.648264601,26,32
Comoros,Eastern Africa,2004,1.59776057877e-4,1,47,4.159922026,27,33
Comoros,Eastern Africa,2005,6.22109136606e-4,4,49,5.496182322,29,35
Comoros,Eastern Africa,2006,0,0,50,..,30,36
Comoros,Eastern Africa,2007,0.012083666125358,82,50,..,30,36
Comoros,Eastern Africa,2008,0.01578115271278,110,50,NA,30,36
Comoros,Eastern Africa,2009,0.009220787567025,66,50,NA,30,36
Comoros,Eastern Africa,2010,0.020408163265306,150,50,NA,30,36
Comoros,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",Middle Africa,1960,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1961,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1962,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1963,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1964,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1965,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1966,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1967,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1968,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1969,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1970,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1971,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1972,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1973,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1974,NA,NA,NA,..,NA,NA
"Congo, Dem. Rep.",Middle Africa,1975,NA,NA,NA,0.112195786,NA,NA
"Congo, Dem. Rep.",Middle Africa,1976,NA,NA,NA,0.108701028,NA,NA
"Congo, Dem. Rep.",Middle Africa,1977,NA,NA,NA,0.099,NA,NA
"Congo, Dem. Rep.",Middle Africa,1978,NA,NA,NA,0.0959,NA,NA
"Congo, Dem. Rep.",Middle Africa,1979,NA,NA,NA,0.0929,NA,NA
"Congo, Dem. Rep.",Middle Africa,1980,NA,NA,NA,0.0948,NA,NA
"Congo, Dem. Rep.",Middle Africa,1981,NA,NA,NA,0.0831,NA,NA
"Congo, Dem. Rep.",Middle Africa,1982,NA,NA,NA,0.0839,NA,NA
"Congo, Dem. Rep.",Middle Africa,1983,NA,NA,NA,0.0837,NA,NA
"Congo, Dem. Rep.",Middle Africa,1984,NA,NA,NA,0.090991554,NA,NA
"Congo, Dem. Rep.",Middle Africa,1985,NA,NA,NA,0.0894,NA,NA
"Congo, Dem. Rep.",Middle Africa,1986,NA,NA,NA,0.0868,NA,NA
"Congo, Dem. Rep.",Middle Africa,1987,NA,NA,NA,0.0842,NA,NA
"Congo, Dem. Rep.",Middle Africa,1988,NA,NA,NA,0.0822,NA,NA
"Congo, Dem. Rep.",Middle Africa,1989,NA,NA,NA,0.0873,NA,NA
"Congo, Dem. Rep.",Middle Africa,1990,NA,NA,23,0.0896,4,9
"Congo, Dem. Rep.",Middle Africa,1991,NA,NA,23,0.0889,4,9
"Congo, Dem. Rep.",Middle Africa,1992,NA,NA,23,..,4,9
"Congo, Dem. Rep.",Middle Africa,1993,NA,NA,23,..,4,9
"Congo, Dem. Rep.",Middle Africa,1994,NA,NA,23,..,6,11
"Congo, Dem. Rep.",Middle Africa,1995,NA,NA,23,0.0981,7,12
"Congo, Dem. Rep.",Middle Africa,1996,NA,NA,23,0.0929,8,12
"Congo, Dem. Rep.",Middle Africa,1997,NA,NA,23,0.0379,9,13
"Congo, Dem. Rep.",Middle Africa,1998,NA,NA,23,0.0399,11,14
"Congo, Dem. Rep.",Middle Africa,1999,NA,NA,23,0.0435,12,15
"Congo, Dem. Rep.",Middle Africa,2000,NA,NA,23,0.0489,13,16
"Congo, Dem. Rep.",Middle Africa,2001,0,0,23,0.307441186,14,17
"Congo, Dem. Rep.",Middle Africa,2002,0,0,24,1.064689129,15,18
"Congo, Dem. Rep.",Middle Africa,2003,0.00184848880033,1e3,24,2.276318699,17,19
"Congo, Dem. Rep.",Middle Africa,2004,0.00260066898174,1450,24,3.516018556,18,20
"Congo, Dem. Rep.",Middle Africa,2005,0.002612306450297,1500,24,4.69296447,19,21
"Congo, Dem. Rep.",Middle Africa,2006,0.002538568685588,1500,24,7.296967592,20,21
"Congo, Dem. Rep.",Middle Africa,2007,0.002468234845964,1500,24,..,22,23
"Congo, Dem. Rep.",Middle Africa,2008,0.002400964188803,1500,24,NA,23,23
"Congo, Dem. Rep.",Middle Africa,2009,0.01058963274487,6799,24,NA,24,24
"Congo, Dem. Rep.",Middle Africa,2010,0.013147881452285,8673,24,NA,24,24
"Congo, Dem. Rep.",Middle Africa,2011,NA,NA,NA,NA,NA,NA
"Congo, Rep.",Middle Africa,1960,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1961,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1962,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1963,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1964,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1965,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1966,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1967,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1968,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1969,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1970,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1971,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1972,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1973,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1974,NA,NA,NA,..,NA,NA
"Congo, Rep.",Middle Africa,1975,NA,NA,NA,0.362786407,NA,NA
"Congo, Rep.",Middle Africa,1976,NA,NA,NA,0.395551288,NA,NA
"Congo, Rep.",Middle Africa,1977,NA,NA,NA,0.396761868,NA,NA
"Congo, Rep.",Middle Africa,1978,NA,NA,NA,0.409301821,NA,NA
"Congo, Rep.",Middle Africa,1979,NA,NA,NA,0.440149558,NA,NA
"Congo, Rep.",Middle Africa,1980,NA,NA,NA,0.471139645,NA,NA
"Congo, Rep.",Middle Africa,1981,NA,NA,NA,0.477918209,NA,NA
"Congo, Rep.",Middle Africa,1982,NA,NA,NA,0.467816784,NA,NA
"Congo, Rep.",Middle Africa,1983,NA,NA,NA,0.483365786,NA,NA
"Congo, Rep.",Middle Africa,1984,NA,NA,NA,0.479234326,NA,NA
"Congo, Rep.",Middle Africa,1985,NA,NA,NA,0.484709165,NA,NA
"Congo, Rep.",Middle Africa,1986,NA,NA,NA,0.477384141,NA,NA
"Congo, Rep.",Middle Africa,1987,NA,NA,NA,0.490830406,NA,NA
"Congo, Rep.",Middle Africa,1988,NA,NA,NA,0.656406722,NA,NA
"Congo, Rep.",Middle Africa,1989,NA,NA,NA,0.670019597,NA,NA
"Congo, Rep.",Middle Africa,1990,NA,NA,NA,0.654507169,NA,NA
"Congo, Rep.",Middle Africa,1991,NA,NA,NA,0.67823416,NA,NA
"Congo, Rep.",Middle Africa,1992,NA,NA,NA,0.698480848,NA,NA
"Congo, Rep.",Middle Africa,1993,NA,NA,NA,0.726657497,NA,NA
"Congo, Rep.",Middle Africa,1994,NA,NA,NA,0.756962486,NA,NA
"Congo, Rep.",Middle Africa,1995,NA,NA,NA,0.766509582,NA,NA
"Congo, Rep.",Middle Africa,1996,NA,NA,NA,0.800541305,NA,NA
"Congo, Rep.",Middle Africa,1997,NA,NA,21,..,18,20
"Congo, Rep.",Middle Africa,1998,NA,NA,21,0.835958806,18,20
"Congo, Rep.",Middle Africa,1999,NA,NA,21,0.865335247,18,20
"Congo, Rep.",Middle Africa,2000,NA,NA,21,2.872431866,18,20
"Congo, Rep.",Middle Africa,2001,0,0,21,5.235661062,18,20
"Congo, Rep.",Middle Africa,2002,0,0,21,7.240559727,18,20
"Congo, Rep.",Middle Africa,2003,0,0,21,9.771951079,17,19
"Congo, Rep.",Middle Africa,2004,0,0,21,11.26129074,17,19
"Congo, Rep.",Middle Africa,2005,0,0,20,14.01462276,17,19
"Congo, Rep.",Middle Africa,2006,0,0,20,..,16,18
"Congo, Rep.",Middle Africa,2007,0,0,20,..,16,18
"Congo, Rep.",Middle Africa,2008,0,0,20,NA,16,18
"Congo, Rep.",Middle Africa,2009,NA,NA,20,NA,15,18
"Congo, Rep.",Middle Africa,2010,0.003067029433589,124,20,NA,15,18
"Congo, Rep.",Middle Africa,2011,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,Western Africa,1960,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1961,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1962,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1963,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1964,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1965,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1966,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1967,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1968,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1969,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1970,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1971,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1972,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1973,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1974,NA,NA,NA,..,NA,NA
Cote d'Ivoire,Western Africa,1975,NA,NA,NA,0.364400518,NA,NA
Cote d'Ivoire,Western Africa,1976,NA,NA,NA,0.379627864,NA,NA
Cote d'Ivoire,Western Africa,1977,NA,NA,NA,0.382855653,NA,NA
Cote d'Ivoire,Western Africa,1978,NA,NA,NA,0.402387403,NA,NA
Cote d'Ivoire,Western Africa,1979,NA,NA,NA,0.41049869,NA,NA
Cote d'Ivoire,Western Africa,1980,NA,NA,NA,0.449018565,NA,NA
Cote d'Ivoire,Western Africa,1981,NA,NA,NA,0.486722109,NA,NA
Cote d'Ivoire,Western Africa,1982,NA,NA,NA,0.51260507,NA,NA
Cote d'Ivoire,Western Africa,1983,NA,NA,NA,0.5303689,NA,NA
Cote d'Ivoire,Western Africa,1984,NA,NA,NA,0.514532083,NA,NA
Cote d'Ivoire,Western Africa,1985,NA,NA,NA,0.543397146,NA,NA
Cote d'Ivoire,Western Africa,1986,NA,NA,NA,0.55762689,NA,NA
Cote d'Ivoire,Western Africa,1987,NA,NA,NA,0.557524109,NA,NA
Cote d'Ivoire,Western Africa,1988,NA,NA,NA,0.561558951,NA,NA
Cote d'Ivoire,Western Africa,1989,NA,NA,NA,0.554692835,NA,NA
Cote d'Ivoire,Western Africa,1990,NA,NA,38,0.569260853,8,20
Cote d'Ivoire,Western Africa,1991,NA,NA,38,0.614407278,8,20
Cote d'Ivoire,Western Africa,1992,NA,NA,38,0.613362331,8,20
Cote d'Ivoire,Western Africa,1993,NA,NA,38,0.638867323,8,20
Cote d'Ivoire,Western Africa,1994,NA,NA,38,0.709724779,9,21
Cote d'Ivoire,Western Africa,1995,NA,NA,38,0.772660768,9,21
Cote d'Ivoire,Western Africa,1996,NA,NA,38,0.929575951,9,21
Cote d'Ivoire,Western Africa,1997,NA,NA,37,1.124651869,9,21
Cote d'Ivoire,Western Africa,1998,NA,NA,37,1.604611271,9,21
Cote d'Ivoire,Western Africa,1999,NA,NA,37,2.856348199,9,21
Cote d'Ivoire,Western Africa,2000,NA,NA,37,4.320551552,10,22
Cote d'Ivoire,Western Africa,2001,0,0,37,5.879339157,10,22
Cote d'Ivoire,Western Africa,2002,0,0,37,7.641526541,10,22
Cote d'Ivoire,Western Africa,2003,0.002366016306264,413,37,8.44556862,10,22
Cote d'Ivoire,Western Africa,2004,0.004658287013643,826,37,10.57304301,10,22
Cote d'Ivoire,Western Africa,2005,0.006875332737804,1239,36,14.03280042,11,23
Cote d'Ivoire,Western Africa,2006,0.054567343987462,1e4,36,22.87295433,11,23
Cote d'Ivoire,Western Africa,2007,0.053628636919863,1e4,36,..,11,23
Cote d'Ivoire,Western Africa,2008,0.052667595266595,1e4,36,NA,11,23
Cote d'Ivoire,Western Africa,2009,0.051679517123129,1e4,36,NA,11,23
Cote d'Ivoire,Western Africa,2010,0.04002431857331,7900,36,NA,11,24
Cote d'Ivoire,Western Africa,2011,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Djibouti,Eastern Africa,1975,NA,NA,NA,0.692726152,NA,NA
Djibouti,Eastern Africa,1976,NA,NA,NA,0.666625894,NA,NA
Djibouti,Eastern Africa,1977,NA,NA,NA,0.614439324,NA,NA
Djibouti,Eastern Africa,1978,NA,NA,NA,0.648101266,NA,NA
Djibouti,Eastern Africa,1979,NA,NA,NA,0.708803527,NA,NA
Djibouti,Eastern Africa,1980,NA,NA,NA,0.771712502,NA,NA
Djibouti,Eastern Africa,1981,NA,NA,NA,0.844308401,NA,NA
Djibouti,Eastern Africa,1982,NA,NA,NA,0.940348369,NA,NA
Djibouti,Eastern Africa,1983,NA,NA,NA,0.974094044,NA,NA
Djibouti,Eastern Africa,1984,NA,NA,NA,0.95590093,NA,NA
Djibouti,Eastern Africa,1985,NA,NA,NA,1.005506939,NA,NA
Djibouti,Eastern Africa,1986,NA,NA,NA,1.000835776,NA,NA
Djibouti,Eastern Africa,1987,NA,NA,NA,0.961218753,NA,NA
Djibouti,Eastern Africa,1988,NA,NA,NA,0.960953387,NA,NA
Djibouti,Eastern Africa,1989,NA,NA,NA,0.901063052,NA,NA
Djibouti,Eastern Africa,1990,NA,NA,73,1.018571538,45,66
Djibouti,Eastern Africa,1991,NA,NA,73,1.074614096,45,67
Djibouti,Eastern Africa,1992,NA,NA,73,1.146105201,45,66
Djibouti,Eastern Africa,1993,NA,NA,73,1.222195428,45,66
Djibouti,Eastern Africa,1994,NA,NA,73,1.230366278,45,66
Djibouti,Eastern Africa,1995,NA,NA,72,1.210598666,42,65
Djibouti,Eastern Africa,1996,NA,NA,71,1.286611824,40,63
Djibouti,Eastern Africa,1997,NA,NA,71,1.279048386,37,63
Djibouti,Eastern Africa,1998,NA,NA,70,1.187081893,35,62
Djibouti,Eastern Africa,1999,NA,NA,69,1.28431754,32,60
Djibouti,Eastern Africa,2000,5.46500348394e-4,4,69,1.361314229,30,60
Djibouti,Eastern Africa,2001,6.67018852621e-4,5,68,1.730491823,28,59
Djibouti,Eastern Africa,2002,7.84023687969e-4,6,67,3.293894005,25,57
Djibouti,Eastern Africa,2003,NA,NA,66,4.270041607,23,56
Djibouti,Eastern Africa,2004,NA,NA,66,5.767741642,20,55
Djibouti,Eastern Africa,2005,0.005195659892103,42,65,6.818153558,18,54
Djibouti,Eastern Africa,2006,0.018453723645776,152,64,..,15,52
Djibouti,Eastern Africa,2007,0.130084709924201,1092,64,..,13,52
Djibouti,Eastern Africa,2008,0.286453585403139,2451,63,NA,10,50
Djibouti,Eastern Africa,2009,0.606015434186838,5285,63,NA,10,50
Djibouti,Eastern Africa,2010,0.906411698537683,8058,63,NA,10,50
Djibouti,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1960,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1961,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1962,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1963,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1964,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1965,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1966,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1967,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1968,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1969,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1970,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1971,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1972,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1973,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1974,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1975,NA,NA,NA,0.880696331,NA,NA
Egypt,Northern Africa,1976,NA,NA,NA,0.882116015,NA,NA
Egypt,Northern Africa,1977,NA,NA,NA,0.885537783,NA,NA
Egypt,Northern Africa,1978,NA,NA,NA,0.895419525,NA,NA
Egypt,Northern Africa,1979,NA,NA,NA,0.918100172,NA,NA
Egypt,Northern Africa,1980,NA,NA,NA,..,NA,NA
Egypt,Northern Africa,1981,NA,NA,NA,0.961965065,NA,NA
Egypt,Northern Africa,1982,NA,NA,NA,1.043011057,NA,NA
Egypt,Northern Africa,1983,NA,NA,NA,1.244326987,NA,NA
Egypt,Northern Africa,1984,NA,NA,NA,1.333943253,NA,NA
Egypt,Northern Africa,1985,NA,NA,NA,1.814559033,NA,NA
Egypt,Northern Africa,1986,NA,NA,NA,2.137070717,NA,NA
Egypt,Northern Africa,1987,NA,NA,NA,2.172871433,NA,NA
Egypt,Northern Africa,1988,NA,NA,NA,2.28046323,NA,NA
Egypt,Northern Africa,1989,NA,NA,NA,2.590000332,NA,NA
Egypt,Northern Africa,1990,NA,NA,91,2.912868616,57,72
Egypt,Northern Africa,1991,NA,NA,92,3.236451807,59,73
Egypt,Northern Africa,1992,NA,NA,92,3.543223351,61,74
Egypt,Northern Africa,1993,NA,NA,92,3.835102526,63,75
Egypt,Northern Africa,1994,NA,NA,93,4.137725082,65,77
Egypt,Northern Africa,1995,NA,NA,93,4.49077895,68,79
Egypt,Northern Africa,1996,NA,NA,94,4.907968827,70,80
